issue,title,primary finding,validator comment,status,root cause (URL),size
findings-10,Providers can replace credentials from other providers allowing a rogue or malicios provider to revoke all lenders credentials, ,"The logic, as written, does make sense because it checks whether the caller is the lastProvider or if the new expiry is greater than the old expiry. If neither condition is true, the revert is triggered, which aligns with the intended behavior.",Unsatisfactory,,59
findings-11,AccessControlHooks onQueueWithdrawal() does not check if market is hooked which could lead to unexpected errors such as temporary DoS,validation-304, ,Satisfactory,,90
findings-12,Lenders can avoid sanction restrictions in `FixedTermLoanHooks` by transferring to another account,findings-12,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/access/FixedTermLoanHooks.sol#L848-L868,119
findings-13,Minimum deposit requirement can be bypassed,findings-13,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/access/AccessControlHooks.sol#L850-L880,92
findings-14,Borrower can reduce the maxTotalSupply below the current `totalSupply()`,findings-14,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarketConfig.sol#L101-L111,79
findings-15,Lack of slippage control on deposit functions,,"since the asset value does not change in the provided scenario, i couldnt conclude to a vulnerability",Unsatisfactory,,89
findings-16,Lenders lose funds if deposits continue to operate when Borrower has been sanctioned,findings-16,"primary -  a bit obscured, but this doesnt make sense if the borrower is sanctioned after borrowing, so the reports refers to only the period where the borrower is confirmed by Wildcat and the contract is pending funds. in addition, they can also make themselves sanctioned too, and this falls into OOS behaviour referred here: https://docs.wildcat.finance/technical-overview/security-developer-dives/known-issues#malicious-delinquent-borrowers-can-lead-to-loss-of-funds ",Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarket.sol#L104-L108,66
findings-18,Incorrect use of `state.isDelinquent` in `updateTimeDelinquentAndGetPenaltyTime` function - total misbehavior of applying delinquency fee,findings-18,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/libraries/FeeMath.sol#L96,60
findings-19,Wrong calculation of delinquent penalty time in `updateTimeDelinquentAndGetPenaltyTime` function,findings-19,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/libraries/FeeMath.sol#L118,66
findings-20,`repay` opearation can be effectively simulated bypassing `state.isClosed` and hooks,,"The sponsor also commented, I agree with the Sponsor as this should be sent along with a QA report, however, thinking that the referred issue can be organically developped due to the network - state is not closed YET and the funds are already sent, then the question might pinpoint about why they send funds",Unsatisfactory,,33
findings-21,An incorrect value of state.isDelinquent might impact the functionality of hook operations.,findings-18,it seems the root cause of this report is the same as findings-18,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/libraries/FeeMath.sol#L96,41
findings-22,Missing `isHooked` check when calling `onQueueWithdrawal` hook function,validation-304, ,Satisfactory,,73
findings-23,Borrower can reduces APR in fixed markets causing lenders to lose funds,findings-23,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarketConfig.sol#L123-L176,99
findings-3,The `setHooksAddress` implementation is incorrect.,findings-3,primary - an edge case for me,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/types/HooksConfig.sol#L90,47
findings-4,The new withdrawal batch may be prioritized over the expired withdrawal batch for repayment,findings-4,"primary - it´s at the edge of being a QA as it requires direct SC interaction, and an edge case if the old batch is expired before the TX confirmation",Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarketWithdrawals.sol#L153,191
findings-5,The protocol has not charged the protocol fee.,,insufficient proof,Unsatisfactory,,82
findings-7,Users can still deploy markets on a disabled hooks instance,validation-37,partial - refers to disabled hooks,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/HooksFactory.sol#L506,100
findings-8,pushProtocolFeeBipsUpdates will unexpectedly revert on closed markets,,the report does not refer any issue actually - an intended behaviour only - not marking satisfactory,Unsatisfactory,,90
findings-9,Malicios users can grief admin calls to pushProtocolFeeBipsUpdates causing tranasctions to revert,,"since the indexes are input, no issues here. Also regarding the section: Thus, a malicios user can frontrun batch calls and cause them to revert and incur gas losses. The malicios user would specifically push the update to the last market in a batch for maximum gas losses, this is both not correct and donating attacker´s gas to the admin",Unsatisfactory,,87
validation-10,Lack of Access Control Checks in Critical Functions,,insufficient proof,Unsatisfactory,,47
validation-100,Gas Limit DoS in Protocol Fee Updates,,insufficient proof,Unsatisfactory,,53
validation-109,Borrower can lock `lender` funds in `market` via `WildcatMarket::closeMarket`,validation-166, ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/access/FixedTermLoanHooks.sol#L848-L868,108
validation-11,Disabled  SphereXEngine Proctection.,validation-138,low quality,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/WildcatArchController.sol#L61,26
validation-111,Critical Access Control Bypass in encodeRoleProvider Function: Unauthorized Access Risk in RoleProvider Handling, ,insufficient proof,Unsatisfactory,,67
validation-112,WildcatSanctionsSentinel:: createEscrow allows unregistered market to used to create escrow ,validation-112,primary - not sure whether it´s a vulnerability ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/WildcatSanctionsSentinel.sol#L121,41
validation-113,anyone can remove  and override Sanction leading to dos,,https://docs.wildcat.finance/miscellaneous/deprecated-documentation/component-overview/wildcatsanctionssentinel.sol#overridesanction,Unsatisfactory,,38
validation-114,Incorrect Role Encoding/Decoding Vulnerability in RoleProvider.sol,,insufficient proof,Unsatisfactory,,42
validation-117,mproper Handling of Constructor Arguments in LibStoredInitCode Library Leads to Incorrect Contract Initialization, ,spam,Unsatisfactory,,91
validation-118,Token Rescue Function Misuse in WildcatMarket.sol,,spam,Unsatisfactory,,51
validation-119,"User could withdraw more than supposed to, forcing last user withdraw to fail",validation-119,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/market/WildcatMarketWithdrawals.sol#L248,92
validation-121,FIFO queue is not strict enough ,validation-121,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/market/WildcatMarketBase.sol#L460,51
validation-123,Inconsistency across multiple repaying functions causing lender to pay extra fees.,validation-123,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/market/WildcatMarket.sol#L226,120
validation-124,Borrower can fully bypass the `onRepay` hook,validation-124,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarket.sol#L168,40
validation-125,Closing a market does not trigger `onSetAnnualInterestAndReserveRatioBips` hook.,,"it looks like a design choice, the warden didn´t provide the impact and the reasoning of the issue, hence not marking as satisfactory",Unsatisfactory,,64
validation-126,Nelwly encoded `RoleProvider` in `AccessControlHooks::addRoleProvider` can never be a `pullProvider`, ,"The borrower's ability to add new pull providers is not hindered by the code, provided they supply a valid providerAddress that correctly implements IRoleProvider with isPullProvider() returning true",Unsatisfactory, ,115
validation-127, Arbitrary address can assume `borrower` role in `AccessControlHooks::constructor` without registering with `Arch Controller`, ,the attacker should have the ability to be in the borrower´s market to exploit this - inssufficient proof,Unsatisfactory,,61
validation-128,Arbitrary address can pose as borrower and change a hooked market's `minimumDeposit` amount in `AccessControlHooks::setMinimumDeposit`, ,the submission does not provide strep by step demonstration of the issue and the reasoning. Cant mark satisfactory,Unsatisfactory,,29
validation-129,`FixedTermLoanHook` looks at `block.timestamp` instead of `expiry`,validation-129,primary - it looks like the intended behaviour but marking to provide to the sponsors,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/access/FixedTermLoanHooks.sol#L848,41
validation-13,A Sanctioned Address Can Not Only Repay Debt but Also Process Unpaid Withdrawal Batches Gracefully in WildcatMarketWithdrawals,validation-13,primary,Satisfactory,https://github.com/0xastronatey/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarketWithdrawals.sol#L283,169
validation-130,Users are incentivized  to not withdraw immediately after the market is closed.,,i think this is a known issue referred here: https://docs.wildcat.finance/technical-overview/security-developer-dives/known-issues#newer-withdrawals-lose-some-of-their-accrued-interest-to-previous-withdrawals-in-the-same-batch ,Unsatisfactory,,37
validation-131,Unchecked Token Transfer in Withdrawal Process Enabling Denial of Service Attack,,insufficient proof,Unsatisfactory,,125
validation-134,Unchecked Array Access in getRegisteredBorrowers Function,,the submission does not provide strep by step demonstration of the issue and the reasoning. Cant mark satisfactory,Unsatisfactory,,82
validation-137,Incorrect input data size in `WildcatMarketBase::_createEscrowForUnderlyingAsset` will interrupt the creation of new escrow contract for sanctioned address, ,the implementation seems to be correct - insufficient proof,Unsatisfactory,,121
validation-138,`SphereXConfig::constructor` argument `engine` set as `0` in `WildcatArchController::constructor` will prevent key `WildcatArchController` functions from from executing,validation-138,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/WildcatArchController.sol#L61,90
validation-139,Unbounded `extraData` in Hook System Enables Gas Griefing,,insufficient proof,Unsatisfactory,,96
validation-14, `repay` Function Transfers Funds Before Market Status Check,,no issues pointed,Unsatisfactory,,53
validation-140,Unbounded Loop in executeWithdrawals Function can lead to DoS,,insufficient proof,Unsatisfactory,,79
validation-141,Fee Update Deadlock in `HooksFactory` Contract,,spam,Unsatisfactory,,59
validation-142,`WildcatArchController::updateSphereXEngineOnRegisteredContracts` will never execute because `sphereXEngine` is set as `address(0)` and never updated.,validation-138, ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/WildcatArchController.sol#L61,71
validation-146,Partially repaying unpaid batches will be broken if scale factor exceeds 2,validation-164,,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/market/WildcatMarketBase.sol#L676,88
validation-147,Role providers can bypass intended restrictions and lower expiry set by other providers,validation-147,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/access/FixedTermLoanHooks.sol#L413,46
validation-148,"Improper validation on the `HooksFactory::_validateFees` function precisely on the  `OriginationFee`and `ProtocolFeeBips` parameters, Leading to a borrower deploying a market without paying the Origination Fee.",validation-148,"primary -  if the asset reverts at 0 value transfers, not possible",Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/HooksFactory.sol#L153-L170,92
validation-149,Lack of proper access control in `HooksFactory::pushProtocolFeeBipsUpdates` function can lead to a malicious user being able to update protocol fees of all unrelated markets., ,insufficient proof - the  POC crafts the template - kind of spam indeed,Unsatisfactory,,87
validation-154,The penalty APR to be returned can be manipulated,validation-154,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/libraries/FeeMath.sol#L121,82
validation-155,Incorrect Interest Accrual for Expired Withdrawal Batches After Repayment,validation-164,,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/market/WildcatMarketBase.sol#L676,97
validation-156,No State Update After Transfer in repayOutstandingDebt and repayDelinquentDebt Leads to Inaccurate Interest Accrual,validation-123, partial as the submission only refers to repayOutstandingDebt and repayDelinquentDebt,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/market/WildcatMarket.sol#L226,82
validation-157,Protocol Fees accrue a part of interest as well ,,the submission does not provide step by step demonstration of the issue and the reasoning. ,Unsatisfactory,,29
validation-158,Arbitrary Reduction of Fixed Term End Time in `FixedTermLoanHooks` Contract,,spam,Unsatisfactory,,60
validation-159,Hardcoded Protocol Fee Cap in validateFees Function,,insufficient proof,Unsatisfactory,,43
validation-16,Missing solidity version specification for cancun-compatible EVM assembly instructions,,the submission does not provide step by step demonstration of the issue and the reasoning. Cant mark satisfactory,Unsatisfactory,,45
validation-162,Potential Risk in AccessControlHooks Due to Single Borrower Control in Critical Functions,,insufficient proof - spammish,Unsatisfactory,,65
validation-164,`state.scaleFactor` is calculated incorrectly when handling the current expired withdrawal batch,validation-164,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/market/WildcatMarketBase.sol#L676,349
validation-165,A `borrower` can remove itself from role providers of Hooks,validation-165,primary - shooting own foot scenario - needs to be at QA but holds the bar to be a proper report,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/access/AccessControlHooks.sol#L249-L259,98
validation-166,No lender is able to exit even after the market is closed,validation-166,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/access/FixedTermLoanHooks.sol#L848-L868,122
validation-167,`WildcatMarketConfig#nukeFromOrbit()` reverts even if the lender has been marked as sanctioned,validation-167,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/market/WildcatMarketConfig.sol#L82-L88,212
validation-168,The `annualInterestBips` of a market hooked by a fixed-term hook can be reduced at any time even when the fixed term time of the market has not yet elapsed,findings-23, ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarketConfig.sol#L123-L176,131
validation-169,`HooksFactory#_deployMarket‎()` didn't check if `originationFeeAmount` is zero or not,validation-148, ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/HooksFactory.sol#L153-L170,43
validation-170,Inherent Delayed Delinquency Status Update in WildcatMarket Contract,findings-18, ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/libraries/FeeMath.sol#L96,95
validation-171,Sanctioned user can modify state of the market,validation-3,partial as the report only refers to repay(),Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarket.sol#L202,37
validation-175, Reserve Ratio Manipulation Allows Excessive Borrowing in WildcatMarket,,this report desperately needs a coded POC to be validated. can´t mark as satisfactory. also this can be OOS: https://docs.wildcat.finance/technical-overview/security-developer-dives/known-issues#malicious-delinquent-borrowers-can-lead-to-loss-of-funds,Unsatisfactory,,98
validation-176,"Once hooks are disabled, there is no way to enable or add them again.",validation-176,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/HooksFactory.sol#L205,87
validation-177,OOG (out of gas)  and DoS in `deployMarket` function due to insufficient input validation(parameters),,spam,Unsatisfactory,,123
validation-178,Improper logic implementation on `AccessControlHooks::unblockFromDeposits` function leading to unblocked lenders being unable to deposit., ,insufficient proof as the POC uses mock contract functions - not the interface,Unsatisfactory,,62
validation-179,Improper logic implementation on `FixedTermLoanHooks::revokeRole` function when a provider whose role has been removed they can still revoke a lender., ,insufficient proof,Unsatisfactory,,52
validation-180,Insuffecient Access Control in `nukeFromOrbit` Function Allows Blocking Legitimate Transactions in Wildcat Market, ,this should be the intended behaviour and the systematic risk of anyone participating to the protocol. questioning chainanalysis data feed is the same as Chainlink can provide inccorrect price - yes but same time no imo,Unsatisfactory,,67
validation-181,Role providers cannot be EOAs as stated in the documentation.,validation-181,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/access/AccessControlHooks.sol#L220,212
validation-182,The APR can neither be increased nor locked if the market becomes delinquent following a reduction of over 25% in APR,validation-182,primary - looks like this is the intention to protect lenders,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/market/WildcatMarketConfig.sol#L146-L150,98
validation-186,"Use of adress(0) as sentinel adress  in unsetCredential() could cause incompatibility issues with future Ethereum upgrades eg (EIP-1559, serenity) ", ,the submission does not provide step by step demonstration of the issue and the reasoning.,Unsatisfactory,,40
validation-187,Improper Handling of Loop-Called Methods and MultiCall Contracts in Spherex Guarded Methods Can Cause UnIntended Reverts, ,insufficient proof,Unsatisfactory,,85
validation-188,Reserved assets for withdrawals can be lower than they should,validation-188,"primary - looks similar to validation-263 in terms of impact, but also a design choice to have liquidity",Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarket.sol#L59,95
validation-19,Possible reentrancy due to inefficient function implementation methodology,,insufficient proof,Unsatisfactory,,47
validation-191,Evade Sanction Escrow by transferring tokens to another address,,they should possess the tokens first for the scenario to work,Unsatisfactory,,29
validation-192,Borrower Can Update Market Parameters After Withdrawal Initiation Leading to Incorrect Asset Claims,,the submission does not provide step by step demonstration of the issue and the reasoning. Cant mark satisfactory,Unsatisfactory,,32
validation-195,Lack of Circuit Breaker in WildcatMarketBase.sol for Emergency Halt,,insufficient proof,Unsatisfactory,,54
validation-197,Lack of Access Control in releaseEscrow Function,,no real issues provided,Unsatisfactory,,35
validation-198,The `reserveRatioBips` will be incorrect if a market APR is reduced again two weeks after the initial reduction of over 25%,validation-198,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/access/MarketConstraintHooks.sol#L204-L288,82
validation-199,`HooksFactory#deployMarket()` doesn't check whether the specified `hooksTemplate` is disabled ,validation-37,partial - refers to disabled templates,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/HooksFactory.sol#L506,59
validation-200,Inconsistent Behavior in Temporary Reserve Ratio Calculation After Interest Rate Changes,validation-200,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/access/MarketConstraintHooks.sol#L227,82
validation-201,Access Control Vulnerability: Sanction Override Functions,,https://docs.wildcat.finance/miscellaneous/deprecated-documentation/component-overview/wildcatsanctionssentinel.sol#overridesanction,Unsatisfactory,,87
validation-202,Lack of Returned Data Validation in staticcall in AccessControlHooks.sol,,spam,Unsatisfactory,,35
validation-203,Potential block.timestamp Manipulation Risk in FixedTermLoanHooks.sol,,spam,Unsatisfactory,,36
validation-204,"`maxTotalSupply` can be set to any value, even below the current total supply of the market",findings-14, ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarketConfig.sol#L101-L111,55
validation-208,Accounts blocked from deposits can ultimately mimic the exact state as a depositor,validation-208,primary - it looks a bit off with the quoted text referred,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarketToken.sol#L41,41
validation-210,Markets do not update delinquency timer correctly if the account goes underwater through interest accrual,findings-19, ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/libraries/FeeMath.sol#L118,61
validation-211,Lack of Access Control in depositUpTo Function in WildcatMarket.sol,,spam,Unsatisfactory,,36
validation-212,some protected external non-view functions does not have sphereXGuardExternal() modifier,validation-226,partial,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/HooksFactory.sol#L34,39
validation-213, Lack of Balance Control in repay Function in WildcatMarket.sol,,spam,Unsatisfactory,,42
validation-217,Exploiting Faulty Logic in Role Provider: Expired Credential Bypass in Access Control Hooks,,insufficient proof,Unsatisfactory,,26
validation-218,Excessive Interest and Fees Due to Multiple Repayments,validation-218,primary - this suggest the contrary reference of validation-164 ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/market/WildcatMarket.sol#L202,159
validation-220,Borrower Can Cause Intentional Out-of-Gas Reverts to Block Withdrawals of Users Transferred Debt Tokens, ,spam,Unsatisfactory,,34
validation-221,Sanctioned Account Handling May Lead to Unexpected Behavior on Markets with Withdrawal Restrictions, ,spam,Unsatisfactory,,34
validation-222,Borrower Can Intentionally Avoid Delinquency Fees by Closing Market Early,,spam,Unsatisfactory,,90
validation-223,### The function [WildcatSanctionsSentinel::overrideSanction] doesn't implement access control allowing anybody to override the sanction status of any account associated with a borrower , ,https://docs.wildcat.finance/miscellaneous/deprecated-documentation/component-overview/wildcatsanctionssentinel.sol#overridesanction,Unsatisfactory,,67
validation-225,Lenders' funds is locked without interest in prematurely closed fixed-term loan markets,validation-166, ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/access/FixedTermLoanHooks.sol#L848-L868,60
validation-226,No any external functions in `HooksFactory` are protected by SphereX,validation-226,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/HooksFactory.sol#L34,30
validation-227,### The function [WildcatSanctionsSentinel::getEscrowAddress] returns the wrong escrow address due to misplaced implementation in the assembly code, ,insufficient proof,Unsatisfactory,,86
validation-228,Market cannot be deployed seperate from hook deployment,,"insufficient proof - the hook address should be set by setHooksAddress before deployment, this is as per the development flow and intended",Unsatisfactory,,56
validation-229,Markets cannot be deployed with tokens that do not return string name and symbol,,OOS --> https://github.com/code-423n4/2024-08-wildcat/blob/main/4naly3er-report.md#L-7,Unsatisfactory,,42
validation-23,totalSupply Overestimates Circulating Supply,,the report desperately needs a coded POC- not validating,Unsatisfactory,,65
validation-230,"Overpayment: Users Can Repay More Than Outstanding Debt, Leading to Potential Fund Loss",,transferring more assets should not be protocol´s responsibility. the same like sending eth to a contract only because it has receive(),Unsatisfactory,,100
validation-231,"### The function [WildcatSanctionsSentinel::createEscrow] include a check which checks for the existance of an escrowContract, however this check only can lead to unintended behaviour during code implementation", ,insufficient proof,Unsatisfactory,,98
validation-234,  ### The function [WildcatSanctionsSentinel::createEscrow] doesn't implement access control allowing anyone to call this function to implement unintendeded state changes, ,"The submission does not provide any demonstration of the issue, reasoning and code blocks. ",Unsatisfactory,,36
validation-235,The `HooksFactory::pushProtocolFeeBipsUpdates` Function Allows Unauthorized Protocol Fee Updates.,,insufficient proof,Unsatisfactory,,55
validation-236,Inconsistent Access Control Allows Known Lenders to Bypass Deposit Restrictions via Transfers,validation-236,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/access/AccessControlHooks.sol#L769-L804,55
validation-238,Borrower Can Permanently Invalidate Push Provider Credentials Through Block/Unblock Actions,validation-238,primary - my take is that it is the intended mechanism,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/access/AccessControlHooks.sol#L447-L449,68
validation-239,Role provider permission escalation,validation-147, ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/access/FixedTermLoanHooks.sol#L413,31
validation-24,Unsafe casting from `uint256` to `uint32` could cause `setCredential` function in `LenderStatus` library to give wrong `lastApprovalTimestamp` value/Overflow., ,technically true after year 2106,Unsatisfactory,,138
validation-240,`onExecuteWithdrawal` hook uses an incorrect function signature definition,validation-240,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/types/HooksConfig.sol#L374-L426,85
validation-241,H-01 `LibHooksConfig.setHooksAddress` is updating `address` incorrectly,findings-3, ,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/types/HooksConfig.sol#L90,75
validation-245,Withdrawals might fail when market is closed,,the submission does not provide strep by step demonstration of the issue and the reasoning. Cant mark satisfactory,Unsatisfactory,,57
validation-246,Sanctioned Addresses Can Bypass Checks Due to Incorrect Assembly Code,validation-246,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarketBase.sol#L254-L273,128
validation-247,onRepay hook can be bypassed,validation-124,,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarket.sol#L168,25
validation-248,The function [pushProtocolFeeBipsUpdates] allows anybody to update the protocol fee of various markets, ,"The submission does not provide any demonstration of the issue, reasoning and code blocks. ",Unsatisfactory,,53
validation-249,OOG(out of gas) and Dos in registerBorrower function,,spam,Unsatisfactory,,95
validation-250,Lack of Zero Address Validation in createEscrow,,spam,Unsatisfactory,,43
validation-251,Market can immediately fall into deliquency,,this submission needs a coded POC - unfortunately cant validate without it,Unsatisfactory,,96
validation-252,Anyone can call `AccessControlHooks.onQueueWithdrawal` to DOS lender's operation,validation-304, ,Satisfactory,,87
validation-254,Hook deployment is vulnerable to reorg situations ,validation-254,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/HooksFactory.sol#L317-L319,37
validation-258,Increasing APR when reserve ratio is zero and borrower uses all the funds moves the account to delinquency,validation-258,primary - i think this can be dup of findings-19,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/main/src/market/WildcatMarketConfig.sol#L123,50
validation-259,Complex Market Dynamics in `borrow` Function Leading to Potential Vulnerabilities,,insufficient proof,Unsatisfactory,,242
validation-260,Keyspace Collision Between Account and Escrow Contract in Sanction Overrides Mapping could lead to Unintended behaviour, ,insufficient proof,Unsatisfactory,,30
validation-263,lenders are unable to get full repayment amount ,validation-263,primary,Satisfactory,https://github.com/code-423n4/2024-08-wildcat/blob/fe746cc0fbedc4447a981a50e6ba4c95f98b9fe1/src/market/WildcatMarketWithdrawals.sol#L251,112
